одно;9;0.018115941
оставь;9;0.018115941
панкратий;9;0.018115941
первый;9;0.018115941
передо;9;0.018115941
печаль;9;0.018115941
покоя;9;0.018115941
природы;9;0.018115941
простой;9;0.018115941
разин;9;0.018115941
разлуки;9;0.018115941
речи;9;0.018115941
роза;9;0.018115941
русского;9;0.018115941
ряд;9;0.018115941
сенью;9;0.018115941
сих;9;0.018115941
скал;9;0.018115941
славой;9;0.018115941
славу;9;0.018115941
след;9;0.018115941
слышу;9;0.018115941
спит;9;0.018115941
стенька;9;0.018115941
стоят;9;0.018115941
судьбой;9;0.018115941
счастья;9;0.018115941
увидел;9;0.018115941
угрюмый;9;0.018115941
улыбкой;9;0.018115941
холодный;9;0.018115941
царя;9;0.018115941
чувства;9;0.018115941
шумит;9;0.018115941
язык;9;0.018115941
3;8;0.016103059
ангел;8;0.016103059
бесы;8;0.016103059
блажен;8;0.016103059
бледный;8;0.016103059
блеск;8;0.016103059
боги;8;0.016103059
боже;8;0.016103059
брат;8;0.016103059
будешь;8;0.016103059
буря;8;0.016103059
ведь;8;0.016103059
вершины;8;0.016103059
вечный;8;0.016103059
виду;8;0.016103059
внемлет;8;0.016103059
вод;8;0.016103059
вольность;8;0.016103059
г;8;0.016103059
главою;8;0.016103059
главы;8;0.016103059
гор;8;0.016103059
гостей;8;0.016103059
двух;8;0.016103059
девица;8;0.016103059
девы;8;0.016103059
дед;8;0.016103059
деле;8;0.016103059
дорога;8;0.016103059
другие;8;0.016103059
дружбы;8;0.016103059
друзьям;8;0.016103059
жив;8;0.016103059
звезда;8;0.016103059
земля;8;0.016103059
злой;8;0.016103059
знаю;8;0.016103059
кипит;8;0.016103059
ключ;8;0.016103059
кому;8;0.016103059
края;8;0.016103059
крови;8;0.016103059
круг;8;0.016103059
леса;8;0.016103059
лесов;8;0.016103059
лик;8;0.016103059
лире;8;0.016103059
лица;8;0.016103059
людей;8;0.016103059
люди;8;0.016103059
месяц;8;0.016103059
младость;8;0.016103059
могучий;8;0.016103059
моим;8;0.016103059
молча;8;0.016103059
молчит;8;0.016103059
морей;8;0.016103059
моря;8;0.016103059
мраке;8;0.016103059
мрамор;8;0.016103059
мчится;8;0.016103059
надеждина;8;0.016103059
напрасно;8;0.016103059
недвижим;8;0.016103059
нельзя;8;0.016103059
нибудь;8;0.016103059
нынче;8;0.016103059
оба;8;0.016103059
образ;8;0.016103059
одним;8;0.016103059
оставить;8;0.016103059
очень;8;0.016103059
п;8;0.016103059
повсюду;8;0.016103059
подо;8;0.016103059
поля;8;0.016103059
пройдет;8;0.016103059
рад;8;0.016103059
радости;8;0.016103059
родной;8;0.016103059
свободу;8;0.016103059
свое;8;0.016103059
сидит;8;0.016103059
сил;8;0.016103059
скажите;8;0.016103059
скуки;8;0.016103059
скучно;8;0.016103059
смею;8;0.016103059
спор;8;0.016103059
твою;8;0.016103059
тех;8;0.016103059
том;8;0.016103059
тому;8;0.016103059
тоскар;8;0.016103059
тотчас;8;0.016103059
тьме;8;0.016103059
ума;8;0.016103059
уныние;8;0.016103059
уста;8;0.016103059
хладной;8;0.016103059
целый;8;0.016103059
чего;8;0.016103059
череп;8;0.016103059
ь;8;0.016103059
элегия;8;0.016103059
эти;8;0.016103059
этом;8;0.016103059
юноша;8;0.016103059
явись;8;0.016103059
1817;7;0.014090177
1822;7;0.014090177
бедной;7;0.014090177
боле;7;0.014090177
бранной;7;0.014090177
вдохновенный;7;0.014090177
весны;7;0.014090177
ветер;7;0.014090177
вечор;7;0.014090177
водой;7;0.014090177
вон;7;0.014090177
восторг;7;0.014090177
вслед;7;0.014090177
выше;7;0.014090177
гимн;7;0.014090177
глуши;7;0.014090177
город;7;0.014090177
гроб;7;0.014090177
гроба;7;0.014090177
дверь;7;0.014090177
дев;7;0.014090177
делать;7;0.014090177
дело;7;0.014090177
детей;7;0.014090177
дети;7;0.014090177
дикой;7;0.014090177
длинный;7;0.014090177
должен;7;0.014090177
должно;7;0.014090177
долины;7;0.014090177
дороге;7;0.014090177
другу;7;0.014090177
ею;7;0.014090177
желал;7;0.014090177
зефир;7;0.014090177
знать;7;0.014090177
имена;7;0.014090177
кн;7;0.014090177
колокольчик;7;0.014090177
лес;7;0.014090177
летал;7;0.014090177
лихой;7;0.014090177
мало;7;0.014090177
мальчик;7;0.014090177
мгла;7;0.014090177
место;7;0.014090177
мил;7;0.014090177
милая;7;0.014090177
милые;7;0.014090177
миру;7;0.014090177
музы;7;0.014090177
мысль;7;0.014090177
надежды;7;0.014090177
народы;7;0.014090177
наслажденье;7;0.014090177
нашей;7;0.014090177
недавно;7;0.014090177
недаром;7;0.014090177
нежной;7;0.014090177
ничего;7;0.014090177
новых;7;0.014090177
обиды;7;0.014090177
обо;7;0.014090177
однажды;7;0.014090177
одни;7;0.014090177
олег;7;0.014090177
остался;7;0.014090177
отец;7;0.014090177
отрок;7;0.014090177
памятник;7;0.014090177
песен;7;0.014090177
пламень;7;0.014090177
поет;7;0.014090177
полей;7;0.014090177
полна;7;0.014090177
права;7;0.014090177
праздник;7;0.014090177
предо;7;0.014090177
прочь;7;0.014090177
пустыне;7;0.014090177
пустынный;7;0.014090177
раб;7;0.014090177
речь;7;0.014090177
руки;7;0.014090177
русский;7;0.014090177
самом;7;0.014090177
светило;7;0.014090177
своды;7;0.014090177
сии;7;0.014090177
сладостно;7;0.014090177
слово;7;0.014090177
стан;7;0.014090177
стих;7;0.014090177
стою;7;0.014090177
страсть;7;0.014090177
страхом;7;0.014090177
судьбе;7;0.014090177
судьбы;7;0.014090177
счастье;7;0.014090177
та;7;0.014090177
таким;7;0.014090177
тиши;7;0.014090177
труп;7;0.014090177
уединенный;7;0.014090177
ужель;7;0.014090177
унылой;7;0.014090177
унылый;7;0.014090177
хочешь;7;0.014090177
храни;7;0.014090177
чашей;7;0.014090177
чело;7;0.014090177
чистых;7;0.014090177
чувств;7;0.014090177
чужой;7;0.014090177
шуми;7;0.014090177
юный;7;0.014090177
1820;6;0.012077294
19;6;0.012077294
4;6;0.012077294
i;6;0.012077294
арист;6;0.012077294
бег;6;0.012077294
благородной;6;0.012077294
благородный;6;0.012077294
богу;6;0.012077294
брожу;6;0.012077294
быстрый;6;0.012077294
бьется;6;0.012077294
ваших;6;0.012077294
ввек;6;0.012077294
вдохновенье;6;0.012077294
вдохновенья;6;0.012077294
великой;6;0.012077294
веселья;6;0.012077294
весна;6;0.012077294
вечной;6;0.012077294
взгляд;6;0.012077294
вид;6;0.012077294
вином;6;0.012077294
вместе;6;0.012077294
вождь;6;0.012077294
воле;6;0.012077294
волшебный;6;0.012077294
восстань;6;0.012077294
восторгом;6;0.012077294
враг;6;0.012077294
всей;6;0.012077294
всему;6;0.012077294
встарь;6;0.012077294
всюду;6;0.012077294
всяк;6;0.012077294
втайне;6;0.012077294
вчера;6;0.012077294
вьюга;6;0.012077294
вяземскому;6;0.012077294
глаз;6;0.012077294
глазами;6;0.012077294
глубоко;6;0.012077294
глядел;6;0.012077294
гнев;6;0.012077294
говорил;6;0.012077294
говорю;6;0.012077294
год;6;0.012077294
года;6;0.012077294
годы;6;0.012077294
гордый;6;0.012077294
гости;6;0.012077294
грозный;6;0.012077294
грусти;6;0.012077294
даже;6;0.012077294
дал;6;0.012077294
дале;6;0.012077294
дам;6;0.012077294
де;6;0.012077294
делибаш;6;0.012077294
дин;6;0.012077294
доволен;6;0.012077294
довольно;6;0.012077294
домой;6;0.012077294
дон;6;0.012077294
древний;6;0.012077294
дремлет;6;0.012077294
другом;6;0.012077294
думой;6;0.012077294
едет;6;0.012077294
желаний;6;0.012077294
жестокий;6;0.012077294
жестоко;6;0.012077294
забав;6;0.012077294
зверь;6;0.012077294
знает;6;0.012077294
знал;6;0.012077294
идеал;6;0.012077294
иди;6;0.012077294
издали;6;0.012077294
ими;6;0.012077294
иных;6;0.012077294
искал;6;0.012077294
конечно;6;0.012077294
конюшни;6;0.012077294
корабль;6;0.012077294
красы;6;0.012077294
кровь;6;0.012077294
кровью;6;0.012077294
кудри;6;0.012077294
лета;6;0.012077294
лети;6;0.012077294
лиры;6;0.012077294
лицей;6;0.012077294
лицо;6;0.012077294
лоб;6;0.012077294
ложе;6;0.012077294
луга;6;0.012077294
лучше;6;0.012077294
льстец;6;0.012077294
любезный;6;0.012077294
любим;6;0.012077294
любимец;6;0.012077294
любишь;6;0.012077294
любовник;6;0.012077294
медленно;6;0.012077294
мечтою;6;0.012077294
мила;6;0.012077294
милей;6;0.012077294
минуту;6;0.012077294
младые;6;0.012077294
могилы;6;0.012077294
молился;6;0.012077294
молодых;6;0.012077294
молчанье;6;0.012077294
мороз;6;0.012077294
мрачные;6;0.012077294
муж;6;0.012077294
мчатся;6;0.012077294
мысли;6;0.012077294
надежд;6;0.012077294
назад;6;0.012077294
наказывали;6;0.012077294
наслаждений;6;0.012077294
наша;6;0.012077294
